Env_M2	INV	ENV_front_move_next/TTD_supertypeOf_occupiedTTD/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
Env_M2	INV	ENV_join_network/TTD_supertypeOf_occupiedTTD/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
Env_M2	INV	ENV_last_train_leave_ttd/TTD_supertypeOf_occupiedTTD/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
Env_M2	INV	ENV_leave_network_and_free_ttd/TTD_supertypeOf_occupiedTTD/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
Env_M3	SIM	ENV_start_of_mission/leave_ghost/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
Env_M3	SIM	ENV_start_of_mission/enter_connected/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
Env_M3	SIM	ENV_end_of_mission/leave_connected/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
Env_M3	SIM	ENV_end_of_mission/enter_ghost/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M4	SIM	ENV_train_split/instanceUpdate_tr/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M4	SIM	ENV_train_split/act1/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M4	SIM	ENV_train_split/act2/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M4	SIM	ENV_train_split/cdm_actions6/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M4	SIM	ENV_train_split/enter_noMission/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M4	WD	ENV_train_split/grd15/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M4	WD	ENV_train_split/grdnext/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M4	SIM	RBC_trim_ma/act1/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M5	INV	INITIALISATION/VSS_supertypeOf_availableVSS/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
VBD_M5	SIM	RBC_extend_fs_ma/act1/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M5	SIM	RBC_extend_os_ma/act1/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M5	WD	RBC_extend_os_ma/grd3/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M5	INV	VBD_add_available_vss/VSS_supertypeOf_availableVSS/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
VBD_M5	INV	VBD_remove_available_vss/VSS_supertypeOf_availableVSS/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
VBD_M6	SIM	VBD_receive_position_report_integrity_loss/act1/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M6	SIM	VBD_receive_position_report_integrity_loss/act2/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M6	SIM	VBD_receive_position_report_integrity_loss/act3/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M6	WD	VBD_receive_position_report_integrity_loss/grd2/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M6	WD	VBD_receive_position_report_integrity_loss/grd5/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M6	SIM	VBD_receive_position_report_integrity_confirmed/act1/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
